CNPJ,Nome,Gestor,Segmento,MesBase,PL_Carteira,Disponibilidades,TitulosPublicos,Compromissadas,ParcelaAberta,ParcelaConfid,CotasNaoIdentificadas,CaixaDireto,CaixaIndiretoConfirmado,CaixaIndiretoCandidato,CaixaPotencialTotal,PctPL,ClasseFundoCaixa,PLDiario,DataPLDiario,CaixaEstimadoAtual,FluxoLiquidoPosterior,Cobertura,NivelConfianca,Feeder,CompradorDireto,NoConsolidado,CaixaConsolidado,Justificativa
"23565803000199","ABSOLUTE VERTEX II FIC DE FUNDOS DE INVESTIMENTO FINANCEIRO MULTIMERCADO - RESPONSABILIDADE LIMITADA","","(fora das listas)",202605,2238999560.74,1006.41,0,0,1006.41,0,0,1006.41,11345760200.31,0,11345761206.72,5.0673,"fundo caixa confirmado",,,,,1,alto,nao,nao,nao,0,"fundo-caixa fora das listas: incluido so como cota de fundo curado | caixa indireto via fundo-caixa externo somado ao consolidado"
"17455369000191","OT SOBERANO FUNDO DE INVESTIMENTO EM RENDA FIXA REFERENCIADO LONGO PRAZO - RESPONSABILIDADE LIMITADA","","(fora das listas)",202605,8764024709.02,2322,2670315799,5600556889,0,8270875010,505467992,8270875010,0,0,8270875010,0.9437,"fundo caixa confirmado",,,,,1,alto,nao,nao,nao,0,"fundo-caixa fora das listas: incluido so como cota de fundo curado | cotas confidenciais nao identificadas: R$ 505.467.992 (nao viram caixa)"
"10347184000114","SAFRA SOBERANO DI FIF CLASSE DE INVESTIMENTO RENDA FIXA REFERENCIADA DI RESPONSABILIDADE LIMITADA","","(fora das listas)",202605,7997460846.23,722037.01,6684078448.22,1315219258.19,8000019743.42,0,0,8000019743.42,0,0,8000019743.42,1.0003,"fundo caixa confirmado",,,,,1.0146,alto,nao,nao,nao,0,"fundo-caixa fora das listas: incluido so como cota de fundo curado"
"28947266000165","ABSOLUTE VERTEX ADVISORY FIC DE FIF MULTIMERCADO - RESPONSABILIDADE LIMITADA","","(fora das listas)",202605,1109108386.73,1006.51,0,0,1006.51,0,0,1006.51,5654049054.32,0,5654050060.83,5.0978,"fundo caixa confirmado",,,,,1,alto,nao,nao,nao,0,"fundo-caixa fora das listas: incluido so como cota de fundo curado | caixa indireto via fundo-caixa externo somado ao consolidado"
"10565506000100","SANTANDER CASH BLUE CLASSE DE INVESTIMENTO RENDA  FIXA REFERENCIADO DI - RESP LIMITADA","","(fora das listas)",202605,5546820816.69,10885.06,4767385717.55,805576097.33,5572972699.94,0,0,5572972699.94,0,0,5572972699.94,1.0047,"fundo caixa confirmado",,,,,1,alto,nao,nao,nao,0,"fundo-caixa fora das listas: incluido so como cota de fundo curado"
"34246448000101","SANTANDER TÍTULOS PUBLICOS HIPER REFERENCIADO DI - CIC FIF RESP LIMITADA","","(fora das listas)",202605,4838959985.17,5000,0,0,5000,0,0,5000,4843783075.95,0,4843788075.95,1.001,"fundo caixa confirmado",,,,,1,alto,nao,nao,nao,0,"fundo-caixa fora das listas: incluido so como cota de fundo curado | caixa indireto via fundo-caixa externo somado ao consolidado"
"54602092000109","BB PREVIDENCIÁRIO RF TÍTULOS PÚBLICOS VÉRTICE 2026 FUNDO DE INVESTIMENTO FINANCEIRO RESP LIM","","(fora das listas)",202605,4585730814.12,114847.98,4583485069.52,2157847.64,4585757765.14,0,0,4585757765.14,0,0,4585757765.14,1,"fundo caixa confirmado",,,,,1,alto,nao,nao,nao,0,"fundo-caixa fora das listas: incluido so como cota de fundo curado"
"37927707000158","BTG PACTUAL TESOURO SELIC SIMPLES INSTITUCIONAL FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA","","(fora das listas)",202605,4093624337.13,0,3851754502,242046966,0,4093801468,0,4093801468,0,0,4093801468,1,"fundo caixa confirmado",,,,,1,alto,nao,nao,nao,0,"fundo-caixa fora das listas: incluido so como cota de fundo curado"
"15477891000149","WESTERN ASSET SOVEREIGN IV SELIC RENDA FIXA REFERENCIADO FIF RESP LIMITADA","","(fora das listas)",202605,4057323740.39,35828.83,3792943353.1,264374131.1,4057353313.03,0,0,4057353313.03,0,0,4057353313.03,1,"fundo caixa confirmado",,,,,1,alto,nao,nao,nao,0,"fundo-caixa fora das listas: incluido so como cota de fundo curado"
"37525998000158","SANTANDER CASH BLACK CLASSE DE INVESTIMENTO RENDA FIXA REFERENCIADO DI - RESP LIMITADA","","(fora das listas)",202605,3878630268.71,13154.35,3114420988.61,764856949.66,3879291092.62,0,0,3879291092.62,0,0,3879291092.62,1.0002,"fundo caixa confirmado",,,,,1,alto,nao,nao,nao,0,"fundo-caixa fora das listas: incluido so como cota de fundo curado"
"27945264000174","KINEA ABSOLUTO FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA LONGO PRAZO RESPONSABILIDADE LIMITADA","","(fora das listas)",202605,4315358663.06,71417.42,2762998063.74,795103192.93,3558172674.09,0,0,3558172674.09,76321309.22,0,3634493983.31,0.8422,"candidato a fundo caixa",,,,,1.0161,alto,nao,sim,nao,0,"fundo-caixa fora das listas: incluido so como cota de fundo curado | caixa indireto via fundo-caixa externo somado ao consolidado"
"43984537000146","ACCESS KAPITALO K10 FUNDO DE INVESTIMENTO FINANCEIRO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO","","(fora das listas)",202605,766602845.58,0,0,0,0,0,0,0,3261200152.16,0,3261200152.16,4.2541,"fundo caixa confirmado",,,,,1,alto,nao,nao,nao,0,"fundo-caixa fora das listas: incluido so como cota de fundo curado | caixa indireto via fundo-caixa externo somado ao consolidado"
"34658789000194","DAYCOVAL TÍTULOS PUBLICOS I FUNDO DE INVESTIMENTO FINANCEIRO","","(fora das listas)",202605,3102065150.52,1000,2978159786.68,125636435.07,3103797221.75,0,0,3103797221.75,0,0,3103797221.75,1.0006,"fundo caixa confirmado",,,,,1,alto,nao,nao,nao,0,"fundo-caixa fora das listas: incluido so como cota de fundo curado"
"08935364000175","SAFRA SOBERANO INSTITUCIONAL FIF CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA SIMPLES RESP LIMITADA","","(fora das listas)",202605,2806778579.23,25316723.13,0,0,25316723.13,0,0,25316723.13,2799378754.2,0,2824695477.33,1.0064,"fundo caixa confirmado",,,,,1,alto,nao,nao,nao,0,"fundo-caixa fora das listas: incluido so como cota de fundo curado | caixa indireto via fundo-caixa externo somado ao consolidado"
"29177012000178","ABSOLUTE VERTEX FI FINANCEIRO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO ACCESS","","(fora das listas)",202605,496979731.76,0,0,0,0,0,0,0,2520995005.55,0,2520995005.55,5.0726,"fundo caixa confirmado",,,,,1,alto,nao,nao,nao,0,"fundo-caixa fora das listas: incluido so como cota de fundo curado | caixa indireto via fundo-caixa externo somado ao consolidado"
"12105992000109","KAPITALO ZETA FUNDO DE INVESTIMENTO FINANCEIRO EM QUOTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO","","(fora das listas)",202605,672369097.97,0,0,0,0,0,0,0,2394219518.47,0,2394219518.47,3.5609,"fundo caixa confirmado",,,,,1,alto,nao,nao,nao,0,"fundo-caixa fora das listas: incluido so como cota de fundo curado | caixa indireto via fundo-caixa externo somado ao consolidado"
"17898543000170","BNY MELLON ARX LIQUIDEZ FIF RENDA FIXA REFERENCIADO DI - RESPONSABILIDADE LIMITADA","","(fora das listas)",202605,2324136728.9,24260.78,1401643309.45,922908853.35,2324576423.58,0,0,2324576423.58,0,0,2324576423.58,1.0002,"fundo caixa confirmado",,,,,1,alto,nao,nao,nao,0,"fundo-caixa fora das listas: incluido so como cota de fundo curado"
"09238487000110","TIVIO SOBERANO FI FINANCEIRO - CI RF - RESP LIMITADA","","(fora das listas)",202605,2261153320.76,10000,1643132639,618384762,0,2261527401,0,2261527401,0,0,2261527401,1.0002,"fundo caixa confirmado",,,,,1,alto,nao,nao,nao,0,"fundo-caixa fora das listas: incluido so como cota de fundo curado"
"10601349000132","BRAM FIF - CLASSE DE INVESTIMENTO RENDA FIXA SIMPLES FEDERAL II - RESP LIMITADA","","(fora das listas)",202605,2142297098.47,43327.9,1489345317.29,683572621.04,2172961266.23,0,0,2172961266.23,0,0,2172961266.23,1.0143,"fundo caixa confirmado",,,,,1,alto,nao,nao,nao,0,"fundo-caixa fora das listas: incluido so como cota de fundo curado"
"30338679000194","LEGACY CAPITAL FI FINANCEIRO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO ACCESS","","(fora das listas)",202605,300127413.32,0,0,0,0,0,0,0,1969649752.15,0,1969649752.15,6.5627,"fundo caixa confirmado",,,,,1,alto,nao,nao,nao,0,"fundo-caixa fora das listas: incluido so como cota de fundo curado | caixa indireto via fundo-caixa externo somado ao consolidado"
"51225664000190","ITAÚ CUSTÓDIA SOBERANO RENDA FIXA SIMPLES FUNDO DE INVESTIMENTO FINANCEIRO DA CIC RESP LIMITADA","","(fora das listas)",202605,1904743842.28,294042.87,0,0,294042.87,0,0,294042.87,1904772252.29,0,1905066295.16,1.0002,"fundo caixa confirmado",,,,,1,alto,nao,nao,nao,0,"fundo-caixa fora das listas: incluido so como cota de fundo curado | caixa indireto via fundo-caixa externo somado ao consolidado"
"49974997000170","NU ALBUS SOBERANO FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA REFERENCIADO DI RESP LIMITADA","","(fora das listas)",202605,2117473033.46,0,879254236.25,1020832559.88,1900086796.13,0,0,1900086796.13,0,0,1900086796.13,0.8973,"candidato a fundo caixa",,,,,1,alto,nao,nao,nao,0,"fundo-caixa fora das listas: incluido so como cota de fundo curado"
"63637997000105","BRADESCO PARANOÁ FUNDO DE INVESTIMENTO FINANCEIRO - CLASSE DE INVESTIMENTO RF - RESP LIMITADA","","(fora das listas)",202605,1842922431.35,10000,1741774000.55,101199769.29,1842983769.84,0,0,1842983769.84,0,0,1842983769.84,1,"fundo caixa confirmado",,,,,1,alto,nao,nao,nao,0,"fundo-caixa fora das listas: incluido so como cota de fundo curado"
"37248108000108","ICATU VANGUARDA SOBERANO FIFE FIF - CLASSE DE INVESTIMENTO RF PREV - RESP LIMITADA","","(fora das listas)",202605,1812485995.78,500,1465323489,347380854,0,1812704843,0,1812704843,0,0,1812704843,1.0001,"fundo caixa confirmado",,,,,1,alto,nao,nao,nao,0,"fundo-caixa fora das listas: incluido so como cota de fundo curado"
"10347195000102","SAFRA SOBERANO REGIME PRÓPRIO FIF CLASSE DE INVEST EM COTAS RENDA FIXA REFERENCIADA DI RESP LIMITADA","","(fora das listas)",202605,1702058228.72,10000,0,0,10000,0,0,10000,1707480339.56,0,1707490339.56,1.0032,"fundo caixa confirmado",,,,,1,alto,nao,nao,nao,0,"fundo-caixa fora das listas: incluido so como cota de fundo curado | caixa indireto via fundo-caixa externo somado ao consolidado"
"34658859000104","DAYCOVAL TITULOS PUBLICOS II FUNDO DE INVESTIMENTO FINANCEIRO","","(fora das listas)",202605,1636976556.21,1000,1458540498.81,179370913.47,1637912412.28,0,0,1637912412.28,0,0,1637912412.28,1.0006,"fundo caixa confirmado",,,,,1,alto,nao,nao,nao,0,"fundo-caixa fora das listas: incluido so como cota de fundo curado"
"47562149000128","PERSEVERA TRINITY FUNDO DE INVESTIMENTO RENDA FIXA","","(fora das listas)",202605,2327007066.2,0,1469072193.02,159102717.35,1628174910.37,0,0,1628174910.37,0,0,1628174910.37,0.6997,"nao classificado",,,,,1,alto,nao,sim,nao,0,"fundo-caixa fora das listas: incluido so como cota de fundo curado"
"15348108000147","FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA BRL REFERENCIADO DI  LONGO PRAZO","","(fora das listas)",202605,1856110261.73,1910.76,797563012.55,549970546.47,1347535469.78,0,0,1347535469.78,218305672.47,0,1565841142.25,0.8436,"candidato a fundo caixa",,,,,1,alto,nao,nao,nao,0,"fundo-caixa fora das listas: incluido so como cota de fundo curado | caixa indireto via fundo-caixa externo somado ao consolidado"
"30102264000117","SANTANDER PREV VERTIX TÍTULOS PÚBLICOS RENDA FIXA REFERENCIADO DI - CIC FIF RESP LIMITADA","","(fora das listas)",202605,1548082157.24,10000,0,0,10000,0,0,10000,1548404429.78,0,1548414429.78,1.0002,"fundo caixa confirmado",,,,,1,alto,nao,nao,nao,0,"fundo-caixa fora das listas: incluido so como cota de fundo curado | caixa indireto via fundo-caixa externo somado ao consolidado"
"53644172000164","SPECIALE PÓS FIXADO FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO IMA-S","","(fora das listas)",202605,1514210357.8,0,1401288229.22,113033981.23,1514322210.45,0,0,1514322210.45,0,0,1514322210.45,1.0001,"fundo caixa confirmado",,,,,1,alto,nao,nao,nao,0,"fundo-caixa fora das listas: incluido so como cota de fundo curado"
"07892335000100","WESTERN ASSET SOVEREIGN II SELIC RENDA FIXA REFERENCIADO FIF RESP LIMITADA","","(fora das listas)",202605,1303534872.03,31012.74,1173927510.94,129584798.6,1303543322.28,0,0,1303543322.28,0,0,1303543322.28,1,"fundo caixa confirmado",,,,,1,alto,nao,nao,nao,0,"fundo-caixa fora das listas: incluido so como cota de fundo curado"
"36954526000158","DAYCOVAL TITULOS PUBLICOS VI FUNDO DE INVESTIMENTO FINANCEIRO CURTO PRAZO","","(fora das listas)",202605,1202070499.74,1000,0,1204115164.88,1204116164.88,0,0,1204116164.88,0,0,1204116164.88,1.0017,"fundo caixa confirmado",,,,,1,alto,nao,nao,nao,0,"fundo-caixa fora das listas: incluido so como cota de fundo curado"
"43690520000186","FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA BRL SOBERANO REFERENCIADO DI LONGO PRAZO","","(fora das listas)",202605,1251395429.95,388.86,369529205.61,29989116.86,399518711.33,0,0,399518711.33,801426263.27,0,1200944974.6,0.9597,"fundo caixa confirmado",,,,,1,alto,nao,nao,nao,0,"fundo-caixa fora das listas: incluido so como cota de fundo curado | caixa indireto via fundo-caixa externo somado ao consolidado"
"24552905000132","ITAÚ SOBERANO RENDA FIXA REFERENCIADO DI LONGO PRAZO FIF CIC RESPONSABILIDADE LIMITADA","","(fora das listas)",202605,1187495168.64,70000,0,0,70000,0,0,70000,1189193070.63,0,1189263070.63,1.0015,"fundo caixa confirmado",,,,,1,alto,nao,nao,nao,0,"fundo-caixa fora das listas: incluido so como cota de fundo curado | caixa indireto via fundo-caixa externo somado ao consolidado"
"51533573000111","ITAÚ VÉRTICE SOBERANO Z RENDA FIXA REFERENCIADO DI FIF CIC RESP LIMITADA","","(fora das listas)",202605,1154148782.77,70000,0,0,70000,0,0,70000,1154239038.83,0,1154309038.83,1.0001,"fundo caixa confirmado",,,,,1,alto,nao,nao,nao,0,"fundo-caixa fora das listas: incluido so como cota de fundo curado | caixa indireto via fundo-caixa externo somado ao consolidado"
"36771728000164","DAYCOVAL TITULOS PUBLICOS IV FUNDO DE INVESTIMENTO FINANCEIRO","","(fora das listas)",202605,1146028108.71,1000,1026415754.42,120778170.04,1147194924.46,0,0,1147194924.46,0,0,1147194924.46,1.001,"fundo caixa confirmado",,,,,1,alto,nao,nao,nao,0,"fundo-caixa fora das listas: incluido so como cota de fundo curado"
"28951154000188","BTG PACTUAL VIC INFLAÇÃO FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA","","(fora das listas)",202605,1144386843.51,0,1135643072,8601132,0,1144244204,0,1144244204,0,0,1144244204,0.9999,"fundo caixa confirmado",,,,,0.9982,alto,nao,nao,nao,0,"fundo-caixa fora das listas: incluido so como cota de fundo curado"
"23668524000150","G5 FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI","","(fora das listas)",202605,1343580501.38,0,663524236.34,393006786.5,1056531022.84,0,0,1056531022.84,0,0,1056531022.84,0.7864,"candidato a fundo caixa",,,,,1,alto,nao,nao,nao,0,"fundo-caixa fora das listas: incluido so como cota de fundo curado"
"54350048000159","IBIUNA HEDGE ST PLUS MASTER FIF - CLASSE DE INVESTIMENTO MULTIMERCADO - RESP LIMITADA","","(fora das listas)",202605,547072112.42,1000,493621331,531539330,0,1025161661,36773096,1025161661,0,0,1025161661,1.8739,"fundo caixa confirmado",,,,,1,alto,nao,nao,nao,0,"fundo-caixa fora das listas: incluido so como cota de fundo curado | cotas confidenciais nao identificadas: R$ 36.773.096 (nao viram caixa)"
"23731558000142","ITAÚ RENDA FIXA REFERENCIADO DI CUSTÓDIA SOBERANO FIF CIC RESPONSABILIDADE LIMITADA","","(fora das listas)",202605,855694849.87,70000,0,0,70000,0,0,70000,855724287.34,0,855794287.34,1.0001,"fundo caixa confirmado",,,,,1,alto,nao,nao,nao,0,"fundo-caixa fora das listas: incluido so como cota de fundo curado | caixa indireto via fundo-caixa externo somado ao consolidado"
"56876275000148","XP CASH M FUNDO DE INVESTIMENTO EM RENDA FIXA SIMPLES RESPONSABILIDADE LIMITADA","","(fora das listas)",202605,813757341.21,1289.86,510864216.32,303000737.48,813866243.66,0,0,813866243.66,0,0,813866243.66,1.0001,"fundo caixa confirmado",,,,,1,alto,nao,nao,nao,0,"fundo-caixa fora das listas: incluido so como cota de fundo curado"
"39511382000153","LGCY SOBERANO FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA RESPONSABILIDADE LIMITADA","","(fora das listas)",202605,807506791.9,42792,660852798,146660211,0,807555801,0,807555801,0,0,807555801,1.0001,"fundo caixa confirmado",,,,,1,alto,nao,nao,nao,0,"fundo-caixa fora das listas: incluido so como cota de fundo curado"
"10237450000156","OPPORTUNITY IPANEMA FI FINANCEIRO RENDA FIXA CURTO PRAZO - RESPONSABILIDADE LIMITADA","","(fora das listas)",202605,784163541.79,20775.42,0,784132906.22,784153681.64,0,0,784153681.64,0,0,784153681.64,1,"fundo caixa confirmado",,,,,1,alto,nao,nao,nao,0,"fundo-caixa fora das listas: incluido so como cota de fundo curado"
"13106995000111","OPPORTUNITY ARPOADOR FI FINANCEIRO RENDA FIXA CURTO PRAZO - RESPONSABILIDADE LIMITADA","","(fora das listas)",202605,784163545.07,20460.92,0,784133136.13,784153597.05,0,0,784153597.05,0,0,784153597.05,1,"fundo caixa confirmado",,,,,1,alto,nao,nao,nao,0,"fundo-caixa fora das listas: incluido so como cota de fundo curado"
"18069672000119","OPPORTUNITY COPACABANA FI FINANCEIRO RENDA FIXA CURTO PRAZO - RESPONSABILIDADE LIMITADA","","(fora das listas)",202605,784163468.38,20469.17,0,784131350.75,784151819.92,0,0,784151819.92,0,0,784151819.92,1,"fundo caixa confirmado",,,,,1,alto,nao,nao,nao,0,"fundo-caixa fora das listas: incluido so como cota de fundo curado"
"18041841000102","IBIUNA PREVIDÊNCIA MASTER FIF - CLASSE DE INVESTIMENTO MULTIMERCADO - RESP LIMITADA","","(fora das listas)",202605,636986546.44,1000,606893155,148517089,0,755411244,62493253,755411244,0,0,755411244,1.1859,"fundo caixa confirmado",,,,,1,alto,nao,nao,nao,0,"fundo-caixa fora das listas: incluido so como cota de fundo curado | cotas confidenciais nao identificadas: R$ 62.493.253 (nao viram caixa)"
"18416618000100","BNY MELLON ARX LIQUIDEZ FIF RENDA FIXA REFERENCIADO DI II - RESPONSABILIDADE LIMITADA","","(fora das listas)",202605,715807325.14,23793.8,540295294.63,175638121.55,715957209.98,0,0,715957209.98,0,0,715957209.98,1.0002,"fundo caixa confirmado",,,,,1,alto,nao,nao,nao,0,"fundo-caixa fora das listas: incluido so como cota de fundo curado"
"00975480000106","BRADESCO H FIF  - CLASSE DE  INVESTIMENTO RF REFERENCIADA DI LONGO PRAZO  RESPONSABILIDADE LIMITADA","","(fora das listas)",202605,711185199.75,11270.17,646499759.78,64780219.29,711291249.24,0,0,711291249.24,0,0,711291249.24,1.0001,"fundo caixa confirmado",,,,,1,alto,nao,nao,nao,0,"fundo-caixa fora das listas: incluido so como cota de fundo curado"
"18418874000129","BNY MELLON ARX LIQUIDEZ FIF RENDA FIXA REFERENCIADO DI VIII - RESPONSABILIDADE LIMITADA","","(fora das listas)",202605,687899293.93,30885.82,508903124.8,179107386.5,688041397.12,0,0,688041397.12,0,0,688041397.12,1.0002,"fundo caixa confirmado",,,,,1,alto,nao,nao,nao,0,"fundo-caixa fora das listas: incluido so como cota de fundo curado"
"18418894000108","BNY MELLON ARX LIQUIDEZ FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA REFERENCIADO DI  X - RESP LTDA","","(fora das listas)",202605,687355143.61,25395.76,508353805.18,179118098.76,687497299.7,0,0,687497299.7,0,0,687497299.7,1.0002,"fundo caixa confirmado",,,,,1,alto,nao,nao,nao,0,"fundo-caixa fora das listas: incluido so como cota de fundo curado"
"18418825000196","BNY MELLON ARX LIQUIDEZ FIF RENDA FIXA REFERENCIADO DI VI - RESPONSABILIDADE LIMITADA","","(fora das listas)",202605,687217894.14,23334.64,508389093.16,178947595.19,687360022.99,0,0,687360022.99,0,0,687360022.99,1.0002,"fundo caixa confirmado",,,,,1,alto,nao,nao,nao,0,"fundo-caixa fora das listas: incluido so como cota de fundo curado"
"18418812000117","BNY MELLON ARX LIQUIDEZ FIF RENDA FIXA REFERENCIADO DI IV - RESPONSABILIDADE LIMITADA","","(fora das listas)",202605,687180339.58,25576.54,508399910.47,178897604.62,687323091.63,0,0,687323091.63,0,0,687323091.63,1.0002,"fundo caixa confirmado",,,,,1,alto,nao,nao,nao,0,"fundo-caixa fora das listas: incluido so como cota de fundo curado"
"18416553000195","BNY MELLON ARX LIQUIDEZ FIF RENDA FIXA REFERENCIADO DI III - RESPONSABILIDADE LIMITADA","","(fora das listas)",202605,687179354.51,30867.47,508383936.9,178907424.19,687322228.56,0,0,687322228.56,0,0,687322228.56,1.0002,"fundo caixa confirmado",,,,,1,alto,nao,nao,nao,0,"fundo-caixa fora das listas: incluido so como cota de fundo curado"
"18418851000114","BNY MELLON ARX LIQUIDEZ FIF EM RENDA FIXA REFERENCIADO DI V - RESPONSABILIDADE LIMITADA","","(fora das listas)",202605,687179816.67,25320.8,508389411.8,178907424.19,687322156.79,0,0,687322156.79,0,0,687322156.79,1.0002,"fundo caixa confirmado",,,,,1,alto,nao,nao,nao,0,"fundo-caixa fora das listas: incluido so como cota de fundo curado"
"18418915000187","BNY MELLON ARX LIQUIDEZ FIF RENDA FIXA REFERENCIADO DI IX - RESPONSABILIDADE LIMITADA","","(fora das listas)",202605,687179784.71,23079.49,508391590.79,178907424.19,687322094.47,0,0,687322094.47,0,0,687322094.47,1.0002,"fundo caixa confirmado",,,,,1,alto,nao,nao,nao,0,"fundo-caixa fora das listas: incluido so como cota de fundo curado"
"18428603000154","BNY MELLON ARX LIQUIDEZ FIF RENDA FIXA REFERENCIADO DI VII - RESPONSABILIDADE LIMITADA","","(fora das listas)",202605,687179891.16,27919.37,508386638.5,178907424.19,687321982.06,0,0,687321982.06,0,0,687321982.06,1.0002,"fundo caixa confirmado",,,,,1,alto,nao,nao,nao,0,"fundo-caixa fora das listas: incluido so como cota de fundo curado"
