Ativo,Data,Taxa Minima,Taxa Media,Taxa Maxima,PU Medio,Faixa de Volume
"CPIS16","2026-07-24","7,77","8,03","8,30","934,435769","Até 1MM"
"CPLD26","2026-07-24","8,07","8,33","9,92","1186,132966","Até 1MM"
"CPLD29","2026-07-24","7,56","7,92","8,21","1025,165475","Entre 1MM e 5MM"
"CPLDC0","2026-07-24","7,20","7,41","7,60","1019,444069","Até 1MM"
"CSMGB8","2026-07-24","9,19","9,33","9,60","1109,066170","Até 1MM"
"CSNAA2","2026-07-24","17,21","17,50","17,80","906,955267","Até 1MM"
"CSNAA4","2026-07-24","28,38","28,53","29,04","603,545660","Até 1MM"
"CSRN29","2026-07-24","8,09","8,16","8,24","1407,703607","Até 1MM"
"CSRNA3","2026-07-24","13,83","14,33","14,45","918,952338","Entre 1MM e 5MM"
"CSRNB2","2026-07-24","8,26","8,29","8,31","1018,545166","Até 1MM"
"CSRNB3","2026-07-24","7,73","8,22","8,83","926,712690","Entre 1MM e 5MM"
"CSRNC0","2026-07-24","7,47","7,71","7,97","1162,668696","Até 1MM"
"CTEE18","2026-07-24","7,26","7,53","7,81","1337,786823","Até 1MM"
"CTEE1B","2026-07-24","7,51","7,65","7,81","1202,226307","Até 1MM"
"CTEE29","2026-07-24","7,99","8,01","8,06","962,324163","Até 1MM"
"CTEE2B","2026-07-24","7,70","7,87","8,05","1107,891761","Até 1MM"
"CVCB14","2026-07-24","4,47","4,55","5,59","0,595007","Superior a 5MM"
"ECER12","2026-07-24","7,50","8,36","8,73","1339,164147","Entre 1MM e 5MM"
"ECHP11","2026-07-24","8,53","8,56","10,32","953,875343","Até 1MM"
"ECOV16","2026-07-24","8,56","8,86","8,91","1029,168871","Até 1MM"
"EDTE12","2026-07-24","7,39","7,88","7,98","999,330712","Até 1MM"
"EEELA1","2026-07-24","7,67","7,77","7,99","1035,140934","Até 1MM"
"EGIE27","2026-07-24","8,01","8,06","8,11","986,836344","Até 1MM"
"EGIE29","2026-07-24","7,43","8,11","8,43","1361,745488","Entre 1MM e 5MM"
"EGIEA0","2026-07-24","7,62","7,73","7,79","1048,482640","Até 1MM"
"EGIEA1","2026-07-24","7,51","7,82","7,98","1079,418685","Até 1MM"
"EGIEA2","2026-07-24","14,22","14,24","14,27","974,009653","Até 1MM"
"EGIEA3","2026-07-24","13,59","14,13","14,77","983,990781","Até 1MM"
"EGIEA4","2026-07-24","13,80","14,09","14,27","1209,142645","Até 1MM"
"EGIEA5","2026-07-24","13,91","14,10","14,66","1076,408500","Entre 1MM e 5MM"
"EGIEA6","2026-07-24","7,33","7,75","7,78","938,131361","Superior a 5MM"
"EGIEB5","2026-07-24","7,81","7,83","7,94","1059,934164","Entre 1MM e 5MM"
"EGIEC1","2026-07-24","12,41","14,04","14,77","1229,749151","Entre 1MM e 5MM"
"EGVG11","2026-07-24","8,31","8,43","8,67","550,432635","Até 1MM"
"EKTRA1","2026-07-24","0,77","0,87","1,07","1007,772608","Até 1MM"
"EKTRA5","2026-07-24","14,03","14,89","15,32","985,565743","Superior a 5MM"
"EKTRA6","2026-07-24","7,42","7,79","7,97","1022,371782","Até 1MM"
"EKTRB6","2026-07-24","7,15","7,64","8,16","1000,930865","Até 1MM"
"EKTRB8","2026-07-24","14,17","14,20","14,27","972,664155","Até 1MM"
"EKTRC1","2026-07-24","7,49","7,85","8,27","1159,293742","Até 1MM"
"ELET14","2026-07-24","7,25","7,89","8,46","1110,747707","Superior a 5MM"
"ELET16","2026-07-24","7,32","7,98","8,41","1051,153165","Até 1MM"
"ELET23","2026-07-24","7,13","7,74","8,38","1220,456199","Entre 1MM e 5MM"
"ELET24","2026-07-24","0,83","0,96","0,97","1063,682250","Superior a 5MM"
"ELET42","2026-07-24","7,30","8,11","8,69","1417,604898","Até 1MM"
"ELPLA7","2026-07-24","12,06","12,07","14,86","981,279082","Até 1MM"
"ELTN15","2026-07-24","7,98","8,08","8,13","1059,185600","Até 1MM"
"ELTN27","2026-07-24","7,42","7,71","7,99","1030,253714","Até 1MM"
"ELTN37","2026-07-24","7,21","7,78","8,40","1011,775326","Até 1MM"
"ENAT11","2026-07-24","8,42","9,40","9,74","1058,343766","Entre 1MM e 5MM"
"ENAT13","2026-07-24","9,50","9,71","10,00","1059,818483","Até 1MM"
"ENAT23","2026-07-24","14,45","15,37","16,32","966,964366","Entre 1MM e 5MM"
"ENAT32","2026-07-24","15,15","15,57","16,00","1011,403198","Entre 1MM e 5MM"
"ENAT33","2026-07-24","8,40","9,20","10,25","1065,472050","Entre 1MM e 5MM"
"ENERB7","2026-07-24","7,77","8,00","8,27","1009,387573","Até 1MM"
"ENERC7","2026-07-24","7,23","7,84","8,76","996,431593","Até 1MM"
"ENEV13","2026-07-24","7,95","7,98","8,05","943,655770","Até 1MM"
"ENEV15","2026-07-24","7,94","8,29","8,65","1352,142203","Entre 1MM e 5MM"
"ENEV16","2026-07-24","8,08","8,13","8,44","1296,094916","Entre 1MM e 5MM"
"ENEV18","2026-07-24","7,66","8,23","8,57","1112,011971","Até 1MM"
"ENEV19","2026-07-24","7,38","7,98","8,69","1177,309626","Entre 1MM e 5MM"
"ENEV26","2026-07-24","7,67","7,98","8,57","1163,344989","Até 1MM"
"ENEV28","2026-07-24","7,36","7,84","8,35","1091,753069","Entre 1MM e 5MM"
"ENEV29","2026-07-24","7,46","8,26","8,77","1130,508176","Entre 1MM e 5MM"
"ENEV32","2026-07-24","7,68","7,76","8,51","1421,077565","Até 1MM"
"ENEV39","2026-07-24","7,98","8,17","8,52","1124,527443","Até 1MM"
"ENEVA0","2026-07-24","7,85","8,01","8,17","1051,445775","Até 1MM"
"ENEVB0","2026-07-24","7,72","8,14","8,61","1013,661060","Até 1MM"
"ENGIA6","2026-07-24","7,64","8,56","8,69","1179,577588","Entre 1MM e 5MM"
"ENGIB0","2026-07-24","7,92","8,00","8,41","1053,724893","Até 1MM"
"ENGIB4","2026-07-24","8,29","8,51","8,85","1281,307717","Até 1MM"
"ENGIB9","2026-07-24","7,50","7,94","8,86","1089,748681","Entre 1MM e 5MM"
"ENGIC0","2026-07-24","7,63","8,01","8,90","1000,938537","Até 1MM"
"ENMTA4","2026-07-24","7,55","7,57","8,60","1236,086829","Até 1MM"
"ENMTC5","2026-07-24","7,55","7,57","7,75","1039,740421","Até 1MM"
"EQPA18","2026-07-24","7,56","8,01","8,97","1074,693587","Até 1MM"
"EQPA19","2026-07-24","7,56","7,87","8,31","1002,875511","Entre 1MM e 5MM"
"ERDVA4","2026-07-24","8,19","8,71","8,90","1034,443171","Entre 1MM e 5MM"
"ERDVB4","2026-07-24","8,30","8,51","8,95","1036,751939","Até 1MM"
"ERDVC4","2026-07-24","8,83","9,05","9,10","979,764570","Até 1MM"
"ESSDA5","2026-07-24","8,09","8,15","8,22","1000,692973","Até 1MM"
"ESULA6","2026-07-24","7,71","8,51","9,11","1197,312552","Entre 1MM e 5MM"
"ETBA12","2026-07-24","7,43","8,00","8,69","1128,916232","Até 1MM"
"EXSE11","2026-07-24","0,76","0,85","0,94","1042,694579","Entre 1MM e 5MM"
"FBRI13","2026-07-24","7,75","7,99","8,84","1102,619059","Até 1MM"
"FURN21","2026-07-24","7,48","8,10","8,24","1187,081982","Até 1MM"
"GASC25","2026-07-24","8,43","8,78","9,06","916,766555","Até 1MM"
"GASP29","2026-07-24","8,19","8,33","8,46","1087,791938","Até 1MM"
"GSHC17","2026-07-24","2,79","2,80","2,81","1052,810419","Superior a 5MM"
"GSTS14","2026-07-24","9,38","9,54","9,88","1080,811393","Até 1MM"
"HARG11","2026-07-24","8,94","9,08","9,36","1048,418288","Superior a 5MM"
"HBSA11","2026-07-24","7,81","8,26","9,30","1236,877931","Até 1MM"
"HSPE15","2026-07-24","1,19","1,23","1,29","1031,037209","Até 1MM"
"HVSP11","2026-07-24","9,25","9,64","10,67","1164,190229","Entre 1MM e 5MM"
"IGSN15","2026-07-24","10,65","11,03","12,10","981,789296","Entre 1MM e 5MM"
"IRJS14","2026-07-24","10,96","11,09","11,59","1112,200656","Entre 1MM e 5MM"
"IRJS15","2026-07-24","9,61","10,58","11,86","1048,624317","Até 1MM"
"ISAEA8","2026-07-24","7,88","7,91","7,93","1044,476206","Até 1MM"
"ISAEA9","2026-07-24","6,92","7,21","7,45","1075,490101","Até 1MM"
"ISAEB0","2026-07-24","6,95","7,11","7,45","1024,094466","Entre 1MM e 5MM"
"ISAEB2","2026-07-24","6,94","6,96","7,00","992,521721","Entre 1MM e 5MM"
"ISAEB8","2026-07-24","7,25","7,87","8,53","1065,492277","Até 1MM"
"ISAEC0","2026-07-24","6,85","7,17","7,67","1012,084203","Até 1MM"
"ITPO15","2026-07-24","8,34","8,46","8,59","1006,491773","Até 1MM"
"IVIAA0","2026-07-24","9,23","9,47","9,53","973,643372","Entre 1MM e 5MM"
"JALL11","2026-07-24","8,19","8,92","8,97","1177,275364","Até 1MM"
"JALL13","2026-07-24","8,89","9,24","9,33","1108,963605","Até 1MM"
"JALL14","2026-07-24","8,31","8,55","8,90","1107,909268","Até 1MM"
"JALL15","2026-07-24","8,36","8,78","9,55","1004,259588","Até 1MM"
"JALL26","2026-07-24","8,37","9,23","9,61","997,866467","Até 1MM"
"JSMLA5","2026-07-24","3,91","4,25","4,99","985,321558","Superior a 5MM"
"JSMLB5","2026-07-24","13,90","14,19","14,91","1115,524675","Até 1MM"
"JTEE11","2026-07-24","7,99","8,07","8,14","874,716526","Até 1MM"
"KLBNA5","2026-07-24","6,80","7,43","8,16","1010,604904","Entre 1MM e 5MM"
"LCAMD1","2026-07-24","9,86","10,12","10,40","1179,947904","Até 1MM"
"LCAMD3","2026-07-24","9,30","9,95","10,56","1154,406473","Até 1MM"
"LIGHA9","2026-07-24","29,00","29,14","29,42","56,654787","Até 1MM"
"LORTA7","2026-07-24","9,25","9,36","10,60","1208,441541","Até 1MM"
"MGLUA0","2026-07-24","1,33","1,66","1,99","519,975982","Até 1MM"
"MOVI17","2026-07-24","1,40","1,50","3,25","530,549015","Até 1MM"
"MOVI18","2026-07-24","13,90","13,91","15,70","1047,217213","Até 1MM"
"MOVIA3","2026-07-24","1,92","2,23","2,60","1064,941494","Até 1MM"
"MRSAA3","2026-07-24","7,81","7,82","7,83","1022,754679","Superior a 5MM"
"MRSAB3","2026-07-24","7,21","7,67","8,30","980,258822","Entre 1MM e 5MM"
"MRSAC1","2026-07-24","7,33","7,73","8,32","1064,164869","Até 1MM"
"MRSAC2","2026-07-24","7,23","7,54","7,72","1040,955501","Até 1MM"
"MSGT13","2026-07-24","9,63","9,78","9,94","929,905986","Até 1MM"
"MSGT23","2026-07-24","8,23","8,24","8,69","1037,147466","Até 1MM"
"MSGT33","2026-07-24","7,50","7,72","7,95","1019,673898","Até 1MM"
"MVLV19","2026-07-24","2,03","2,05","3,50","528,202101","Entre 1MM e 5MM"
"NEOE16","2026-07-24","7,52","8,08","8,59","1377,880812","Superior a 5MM"
"NEOE26","2026-07-24","7,63","8,00","8,88","829,141636","Até 1MM"
"NTEN11","2026-07-24","14,25","15,02","16,11","918,431798","Até 1MM"
"ORIG12","2026-07-24","10,32","10,65","11,45","1027,247308","Até 1MM"
"ORIG21","2026-07-24","16,44","19,37","21,74","838,330733","Até 1MM"
"ORIG22","2026-07-24","16,20","17,88","21,73","936,713481","Até 1MM"
"OVSAB1","2026-07-24","2,23","2,24","2,25","1006,740404","Até 1MM"
"PALFB6","2026-07-24","8,00","8,02","8,05","1084,568304","Até 1MM"
"PASN12","2026-07-24","9,17","10,05","10,15","562,003168","Até 1MM"
"PEJA11","2026-07-24","7,61","8,36","9,36","1200,375616","Entre 1MM e 5MM"
"PEJA12","2026-07-24","13,30","13,93","14,63","990,566714","Até 1MM"
"PEJA13","2026-07-24","13,62","14,38","15,32","959,470484","Até 1MM"
"PEJA21","2026-07-24","1,03","1,04","1,05","1079,729819","Até 1MM"
"PEJA22","2026-07-24","7,85","8,48","8,61","1043,809871","Entre 1MM e 5MM"
"PEJA23","2026-07-24","8,45","8,64","9,09","1019,066313","Até 1MM"
"PETR17","2026-07-24","6,50","7,05","7,95","1347,372244","Entre 1MM e 5MM"
"PETR18","2026-07-24","6,67","7,16","7,82","1004,908266","Até 1MM"
"PETR26","2026-07-24","6,50","7,29","8,00","1400,126635","Entre 1MM e 5MM"
"PETR27","2026-07-24","6,70","7,43","7,84","1180,881922","Entre 1MM e 5MM"
"PETR28","2026-07-24","6,48","7,22","7,73","1008,743793","Até 1MM"
"PETR38","2026-07-24","6,14","6,96","7,60","1043,716537","Entre 1MM e 5MM"
"PLSB1A","2026-07-24","9,59","10,04","10,60","1105,986073","Entre 1MM e 5MM"
"QUAL16","2026-07-24","2,20","2,21","3,55","254,715823","Até 1MM"
"QUAT13","2026-07-24","9,44","9,48","9,51","1006,518370","Superior a 5MM"
"QUAT16","2026-07-24","9,49","9,50","9,52","1055,091757","Superior a 5MM"
"RBRAE2","2026-07-24","1,55","1,57","1,60","1067,035772","Entre 1MM e 5MM"
"RDORD4","2026-07-24","0,95","0,98","1,03","1057,707223","Até 1MM"
"RECV21","2026-07-24","13,55","14,26","16,23","987,430269","Até 1MM"
"RENTF2","2026-07-24","1,24","1,25","1,26","1033,187253","Até 1MM"
"RIS412","2026-07-24","11,49","13,78","15,53","8,898323","Até 1MM"
"RIS414","2026-07-24","11,08","13,32","14,09","0,900882","Até 1MM"
"RIS422","2026-07-24","10,83","12,14","12,65","8,058273","Até 1MM"
"RIS424","2026-07-24","10,75","12,10","12,94","0,838613","Até 1MM"
"RISP12","2026-07-24","11,07","13,14","15,53","9,101183","Entre 1MM e 5MM"
"RISP14","2026-07-24","11,40","12,45","14,99","0,931101","Até 1MM"
"RISP22","2026-07-24","10,80","12,47","13,17","7,885569","Até 1MM"
"RISP24","2026-07-24","10,38","10,69","12,35","0,921781","Até 1MM"
"RMSA12","2026-07-24","9,24","10,49","11,91","1159,736923","Até 1MM"
"RRRP13","2026-07-24","8,38","9,46","10,30","1124,827943","Entre 1MM e 5MM"
"RSAN26","2026-07-24","9,85","9,87","10,30","944,288178","Até 1MM"
"RSAN44","2026-07-24","9,31","9,87","9,88","890,935286","Até 1MM"
"RUMOA2","2026-07-24","8,10","8,82","9,05","1430,907621","Superior a 5MM"
"RUMOA3","2026-07-24","8,19","8,59","9,30","1375,418983","Entre 1MM e 5MM"
"RUMOA4","2026-07-24","8,44","8,60","8,86","1403,369206","Entre 1MM e 5MM"
"RUMOA5","2026-07-24","7,95","8,42","9,18","1195,761835","Entre 1MM e 5MM"
"RUMOA6","2026-07-24","8,05","8,79","9,27","1159,134350","Entre 1MM e 5MM"
"RUMOB3","2026-07-24","8,10","9,15","9,30","1337,500104","Até 1MM"
"RUMOB5","2026-07-24","7,99","8,59","9,15","1019,802716","Entre 1MM e 5MM"
"RUMOB6","2026-07-24","8,00","8,18","8,90","1043,525343","Até 1MM"
"RUMOB7","2026-07-24","8,69","8,70","8,78","1018,116725","Entre 1MM e 5MM"
"SAELA1","2026-07-24","8,33","8,39","8,50","1174,255749","Entre 1MM e 5MM"
"SAELA7","2026-07-24","7,72","8,12","8,22","1002,716754","Entre 1MM e 5MM"
"SAELB7","2026-07-24","7,85","7,91","7,98","994,365050","Até 1MM"
"SAPR10","2026-07-24","7,17","7,34","8,34","14339,961389","Entre 1MM e 5MM"
"SAPRA3","2026-07-24","7,79","8,06","8,25","1201,747735","Entre 1MM e 5MM"
"SAPRB3","2026-07-24","7,00","7,79","9,02","1146,743415","Até 1MM"
"SBSPB6","2026-07-24","7,54","7,78","8,14","1399,205520","Até 1MM"
"SBSPE3","2026-07-24","7,20","7,93","8,36","1093,896527","Até 1MM"
"SBSPE9","2026-07-24","7,67","7,93","7,96","1179,755707","Até 1MM"
"SBSPF3","2026-07-24","7,06","7,53","7,66","1104,595854","Entre 1MM e 5MM"
"SBSPF9","2026-07-24","7,45","7,59","7,75","1122,860521","Até 1MM"
"SBSPI8","2026-07-24","7,00","7,58","7,91","965,904736","Superior a 5MM"
"SBSPJ8","2026-07-24","7,05","7,32","7,68","977,785929","Entre 1MM e 5MM"
"SBSPK8","2026-07-24","7,02","7,40","7,57","954,248707","Entre 1MM e 5MM"
"SIMH16","2026-07-24","4,05","4,22","5,30","989,489806","Superior a 5MM"
"SMTO14","2026-07-24","8,08","8,51","9,15","1100,474142","Até 1MM"
"SMTO24","2026-07-24","8,83","9,16","9,42","1003,888718","Até 1MM"
"STBP35","2026-07-24","7,95","8,15","8,40","1030,289729","Entre 1MM e 5MM"
"SUZBA0","2026-07-24","6,75","7,59","8,17","1054,872832","Entre 1MM e 5MM"
"TAEB15","2026-07-24","13,35","13,48","16,00","427,948639","Até 1MM"
"TAEE17","2026-07-24","7,83","7,89","8,24","1429,234773","Até 1MM"
"TAEEA4","2026-07-24","7,10","7,77","8,48","1054,441113","Até 1MM"
"TAEEA7","2026-07-24","7,47","7,73","8,11","1148,206814","Até 1MM"
"TAEEA8","2026-07-24","7,69","7,84","7,96","1087,614139","Até 1MM"
"TAEEB2","2026-07-24","7,32","7,95","8,35","1155,371064","Entre 1MM e 5MM"
"TAEEB4","2026-07-24","7,05","7,73","8,51","1049,341405","Até 1MM"
"TAEEC2","2026-07-24","7,82","8,09","8,33","1116,782037","Até 1MM"
"TAEEC4","2026-07-24","7,43","7,83","8,36","1042,965170","Até 1MM"
"TAEED2","2026-07-24","7,15","7,91","8,36","1060,204802","Até 1MM"
"TEPA13","2026-07-24","12,08","12,59","13,40","1067,437668","Até 1MM"
"TEPA23","2026-07-24","16,52","16,88","19,05","1111,658061","Até 1MM"
"TFLEA3","2026-07-24","1,31","1,83","1,85","1014,668278","Superior a 5MM"
"TGR711","2026-07-24","8,49","8,71","8,94","1042,298130","Até 1MM"
"TGR731","2026-07-24","6,87","7,11","7,37","1052,640096","Até 1MM"
"TIET29","2026-07-24","8,39","8,49","8,68","1423,645143","Até 1MM"
"TIET39","2026-07-24","7,65","8,45","8,69","1423,305818","Até 1MM"
"TPEN11","2026-07-24","7,99","8,15","8,38","1037,239083","Até 1MM"
"TRPLA4","2026-07-24","7,41","7,98","8,57","1063,636400","Até 1MM"
"TRPLA7","2026-07-24","7,05","7,76","8,19","1113,976570","Até 1MM"
"TRPLB4","2026-07-24","7,12","7,76","8,32","1053,120521","Entre 1MM e 5MM"
"UHSM12","2026-07-24","7,77","7,79","8,32","1153,745303","Entre 1MM e 5MM"
"UNEG11","2026-07-24","8,42","8,78","8,91","1129,584366","Até 1MM"
"USAS11","2026-07-24","8,23","8,85","9,47","689,925000","Até 1MM"
"USCA22","2026-07-24","17,14","18,91","21,59","890,541528","Até 1MM"
"USIM29","2026-07-24","1,38","1,39","1,40","1025,884753","Entre 1MM e 5MM"
"UTPS12","2026-07-24","7,75","8,04","9,26","616,206012","Até 1MM"
"UTPS21","2026-07-24","9,22","9,23","9,76","1339,745502","Entre 1MM e 5MM"
"UTPS22","2026-07-24","8,25","9,56","9,74","1181,061034","Até 1MM"
"VALE48","2026-07-24","7,63","7,73","7,92","1020,716389","Até 1MM"
"VALEA0","2026-07-24","6,71","7,31","8,10","1048,784667","Entre 1MM e 5MM"
"VALEB0","2026-07-24","6,67","7,28","7,80","1045,401338","Entre 1MM e 5MM"
"VALEB1","2026-07-24","6,81","7,40","7,67","1039,659431","Superior a 5MM"
"VALEC0","2026-07-24","6,85","7,14","7,88","1044,238711","Entre 1MM e 5MM"
"VALEC1","2026-07-24","6,64","7,07","7,96","1043,383401","Entre 1MM e 5MM"
"VALED1","2026-07-24","6,67","7,06","7,94","1043,312972","Entre 1MM e 5MM"
"VAMO14","2026-07-24","3,76","3,77","3,78","1029,487912","Até 1MM"
"VAMO33","2026-07-24","14,94","15,43","16,55","1013,799280","Até 1MM"
"VAMO34","2026-07-24","14,94","16,10","16,80","997,960042","Até 1MM"
"VBBRA0","2026-07-24","7,67","8,09","8,26","998,862749","Entre 1MM e 5MM"
"VBRR11","2026-07-24","10,46","11,63","12,36","1155,585506","Até 1MM"
"VERO13","2026-07-24","11,56","14,70","15,02","968,596905","Até 1MM"
"VERO15","2026-07-24","16,20","16,48","16,63","956,609517","Até 1MM"
"VERO34","2026-07-24","17,23","17,46","17,68","957,757655","Até 1MM"
"VERO44","2026-07-24","11,10","11,34","11,60","989,632094","Até 1MM"
"VLIM13","2026-07-24","7,44","7,71","7,99","1215,810455","Até 1MM"
"VPLT12","2026-07-24","8,25","8,44","8,65","214,760511","Até 1MM"
"ABSP12","2026-07-23","1,38","1,40","1,43","1043,529341","Até 1MM"
"AEAB11","2026-07-23","8,53","8,59","9,21","1098,434711","Até 1MM"
"AEGE17","2026-07-23","3,82","5,56","7,10","937,086101","Superior a 5MM"
"AEGPA0","2026-07-23","19,50","20,02","21,15","967,419256","Até 1MM"
"AESLA9","2026-07-23","7,98","8,01","8,02","1001,567242","Entre 1MM e 5MM"
