Data,Ativo,Indexador,DurationAnos,VolMercado,PU_mid,Taxa_mid,RefSpread,Spread,SpreadFmt
2025-07-31,IRJS14,IPCA_SPREAD,6.78,62050,1193.2684,9.4140,B35,204,B35 +204bps
2025-07-31,HAPV13,,2.64,157383,1049.2230,1.0801,,,
2025-07-31,RESA15,IPCA_SPREAD,3.41,161541,1292.3307,8.0381,B30,17,B30 +17bps
2025-07-31,CERT11,IPCA_SPREAD,2.58,6398,1066.3096,7.8501,B29,-5,B29 −5bps
2025-07-31,ELET14,IPCA_SPREAD,3.54,56743,1070.6275,7.4572,B30,-41,B30 −41bps
2025-07-31,EGIE29,IPCA_SPREAD,1.85,8880,1268.5217,7.7764,B28,-12,B28 −12bps
2025-07-31,MVLVA1,DI_SPREAD,0.81,13847,989.0971,5.4153,CDI,5.4153,CDI +5.42%
2025-07-31,ELTN27,IPCA_SPREAD,4.87,149270,1029.4499,6.8401,B32,-93,B32 −93bps
2025-07-31,VRDN12,IPCA_SPREAD,3.83,1153,1153.2172,8.4901,B31,62,B31 +62bps
2025-07-31,LCAMD3,IPCA_SPREAD,2.41,25480,1107.8119,9.2250,B29,133,B29 +133bps
2025-07-31,CASN23,IPCA_SPREAD,3.04,45698,1142.4550,9.4651,B30,160,B30 +160bps
2025-07-31,ELET13,,0.49,250300,1056.1190,0.3172,,,
2025-07-31,RUMOA3,IPCA_SPREAD,2.02,5243,1310.8066,7.3450,B28,-55,B28 −55bps
2025-07-31,PEJA13,PREFIXADO,2.59,39272,981.8085,12.8055,DI,-0.7145,DI −0.71%
2025-07-31,MOVI34,DI_SPREAD,0.92,261362,668.4459,1.9921,CDI,1.9921,CDI +1.99%
2025-07-31,USCA22,,4.11,139251,987.5965,14.8149,,,
2025-07-31,HAPV19,DI_SPREAD,3.69,12382,1031.8118,1.0474,CDI,1.0474,CDI +1.05%
2025-07-31,ELTN37,IPCA_SPREAD,6.65,498893,997.7854,7.3050,B35,-6,B35 −6bps
2025-07-31,KLBNA5,IPCA_SPREAD,8.24,3019861,1006.6203,6.8869,B37,-48,B37 −48bps
2025-07-31,CVRDA6,IGP-M,52.09,118374,35.5157,,,,
2025-07-31,EGIEB4,IPCA_SPREAD,3.88,11514,1046.7576,7.5400,B31,-33,B31 −33bps
2025-07-31,CCROB6,IPCA_SPREAD,5.44,14857,1142.8469,7.2047,B33,-57,B33 −57bps
2025-07-31,VALED1,IPCA_SPREAD,7.65,80185,1041.3647,6.4536,B37,-92,B37 −92bps
2025-07-31,ENAT13,IPCA_SPREAD,3.32,35827,1023.6232,,,,
2025-07-31,RAIZ13,IPCA_SPREAD,6.39,4329416,994.1253,7.6886,B35,32,B35 +32bps
2025-07-31,CSNP12,IPCA_SPREAD,2.89,114514,1218.2380,8.2782,B29,38,B29 +38bps
2025-07-31,ESAM14,IPCA_SPREAD,3.12,114531,818.0763,8.1467,B30,28,B30 +28bps
2025-07-31,TEPA12,IPCA_SPREAD,2.41,113481,1022.3470,11.2094,B29,331,B29 +331bps
2025-07-31,RDORD3,DI_SPREAD,4.60,5004636,1070.5104,1.0847,CDI,1.0847,CDI +1.08%
2025-07-31,ENEV15,IPCA_SPREAD,2.61,9040,1291.3758,7.6951,B29,-20,B29 −20bps
2025-07-31,ARTRA4,DI_SPREAD,0.89,124301,1090.3601,1.5851,CDI,1.5851,CDI +1.59%
2025-07-31,DASAA4,,0.16,83688,523.0474,1.5350,,,
2025-07-31,RISP22,IPCA_SPREAD,7.59,1069,10.5808,7.7101,B37,34,B37 +34bps
2025-07-31,BCBF16,DI_SPREAD,0.61,6168976,1058.1433,0.5538,CDI,0.5538,CDI +0.55%
2025-07-31,BTGH18,DI_SPREAD,1.96,999629,1030.5451,1.1886,CDI,1.1886,CDI +1.19%
2025-07-31,RIS424,IPCA_SPREAD,7.47,25,1.0232,8.5820,B37,121,B37 +121bps
2025-07-31,EQTL17,DI_SPREAD,2.10,155077,1054.9455,0.6332,CDI,0.6332,CDI +0.63%
2025-07-31,TBSP12,DI_SPREAD,2.75,6022,1003.6765,0.6941,CDI,0.6941,CDI +0.69%
2025-07-31,MATD13,DI_SPREAD,3.87,16053,1003.3220,1.1058,CDI,1.1058,CDI +1.11%
2025-07-31,CSMGB6,DI_SPREAD,0.11,5507,393.3775,0.7378,CDI,0.7378,CDI +0.74%
2025-07-31,CSMGA9,DI_SPREAD,3.15,413529,1018.5447,0.5936,CDI,0.5936,CDI +0.59%
2025-07-31,PALF38,IPCA_SPREAD,0.58,7297,1459.3515,10.0951,B27,-5,B27 −5bps
2025-07-31,CNRD11,,7.26,6991,1165.1703,,,,
2025-07-31,AALR13,,1.52,543948,792.9277,9.8638,,,
2025-07-31,APPSB2,DI_SPREAD,0.96,1606077,1070.7178,1.3137,CDI,1.3137,CDI +1.31%
2025-08-01,JEFP12,,2.44,7002607,1092.4504,,,,
2025-08-01,VBBR26,DI_SPREAD,4.19,157236628,1055.5911,1.1000,CDI,1.1,CDI +1.10%
2025-08-01,VBBR18,DI_SPREAD,3.32,19292514,1015.7697,0.9201,CDI,0.9201,CDI +0.92%
2025-08-01,BSA317,,2.24,50324154,1053.3795,0.7002,,,
2025-08-01,RDORE4,DI_SPREAD,4.65,49983647,1071.8284,1.0300,CDI,1.03,CDI +1.03%
2025-08-01,CVRDA6,IGP-M,52.09,125921,35.4907,,,,
2025-08-01,ELPLA5,IPCA_SPREAD,3.28,22445,1122.2598,8.0886,B30,12,B30 +12bps
2025-08-01,CSAN23,DI_SPREAD,2.87,508937,1080.5457,1.7401,CDI,1.7401,CDI +1.74%
2025-08-01,ENEV16,IPCA_SPREAD,2.84,21961,1220.0664,7.7250,B29,-27,B29 −27bps
2025-08-01,AESLA9,IPCA_SPREAD,5.97,28679,988.9480,7.4185,B33,-45,B33 −45bps
2025-08-01,EGIEB4,IPCA_SPREAD,3.88,7339,1048.4896,7.5135,B31,-46,B31 −46bps
2025-08-01,VALEB1,IPCA_SPREAD,4.76,30433,1014.4309,6.8949,B32,-98,B32 −98bps
2025-08-01,RESA14,IPCA_SPREAD,3.00,198365,1239.7843,8.5586,B29,56,B29 +56bps
2025-08-01,ELTN17,PREFIXADO,4.26,705215,1007.4499,13.2000,DI,-0.82,DI −0.82%
2025-08-01,ASAIA1,DI_SPREAD,2.13,2117233,1058.6165,1.0850,CDI,1.085,CDI +1.08%
2025-08-01,AMBP16,DI_SPREAD,2.61,278537,867.7152,12.2376,CDI,12.2376,CDI +12.24%
2025-08-01,CERT11,IPCA_SPREAD,2.58,213015,1065.0732,7.8986,B29,-10,B29 −10bps
2025-08-01,BTEL13,PREFIXADO,3.61,144954,1058.0574,14.3520,DI,0.332,DI +0.33%
2025-08-01,EGIEA5,PREFIXADO,4.70,93568,1006.1058,12.8900,DI,-1.13,DI −1.13%
2025-08-01,CMGDB1,IPCA_SPREAD,6.95,60719,1065.2372,6.7101,B35,-73,B35 −73bps
2025-08-01,EGIEB5,IPCA_SPREAD,6.13,773014,1015.7877,6.7100,B35,-73,B35 −73bps
2025-08-01,ERDVC4,IPCA_SPREAD,7.82,420175,1027.3225,7.7900,B37,35,B37 +35bps
2025-08-01,CMGDB2,IPCA_SPREAD,8.08,569274,1082.2698,7.1050,B37,-33,B37 −33bps
2025-08-01,VALEA0,IPCA_SPREAD,6.32,139699,1050.3654,6.5585,B35,-88,B35 −88bps
2025-08-01,TRPLA7,IPCA_SPREAD,9.37,550308,1066.4889,7.0036,B40,-22,B40 −22bps
2025-08-01,VALEC0,IPCA_SPREAD,8.77,37766,1079.0179,6.2450,B40,-97,B40 −97bps
2025-08-01,PETR38,IPCA_SPREAD,10.40,714241,1082.1831,6.1781,B45,-103,B45 −103bps
2025-08-01,ELET14,IPCA_SPREAD,3.54,539403,1074.5084,7.3793,B30,-59,B30 −59bps
2025-08-01,ORIG21,PREFIXADO,4.20,588563,960.1349,15.5519,DI,1.5319,DI +1.53%
2025-08-01,IRJS15,IPCA_SPREAD,6.57,124120,1009.1094,,,,
2025-08-01,PETR18,IPCA_SPREAD,6.76,148502,1031.2664,6.0900,B35,-135,B35 −135bps
2025-08-01,SBSPF3,IPCA_SPREAD,8.16,475529,1100.7622,7.0012,B37,-44,B37 −44bps
2025-08-01,PETR28,IPCA_SPREAD,8.66,541667,1053.8275,6.1711,B40,-105,B40 −105bps
2025-08-01,KLBNA5,IPCA_SPREAD,8.24,230470,1015.2862,6.7899,B37,-65,B37 −65bps
2025-08-01,PEJA11,IPCA_SPREAD,2.94,100667,1157.0864,8.0084,B29,1,B29 +1bps
2025-08-01,SBSPE3,IPCA_SPREAD,6.25,116858,1134.5477,6.6000,B35,-84,B35 −84bps
2025-08-01,ENAT32,PREFIXADO,2.48,140384,1032.2327,,,,
2025-08-01,CGOS13,IPCA_SPREAD,3.19,278343,1087.2755,8.0579,B30,9,B30 +9bps
2025-08-01,IRJS14,IPCA_SPREAD,6.78,658858,1202.2957,9.3012,B35,186,B35 +186bps
2025-08-01,PALFA3,IPCA_SPREAD,5.06,4231,1057.7662,7.0816,B32,-79,B32 −79bps
2025-08-01,TEPA23,PREFIXADO,3.22,12313,1119.3350,16.5549,DI,2.5349,DI +2.53%
2025-08-01,ANHBA6,DI_SPREAD,3.90,27824233,996.9628,0.6209,CDI,0.6209,CDI +0.62%
2025-08-01,BARU11,IPCA_SPREAD,7.40,100923,1096.9898,,,,
2025-08-01,SMTO14,IPCA_SPREAD,4.63,139953,1068.3452,7.9201,B32,5,B32 +5bps
2025-08-01,AGRU12,,0.84,43908,860.9375,12.9950,,,
2025-08-01,ENAT23,PREFIXADO,3.04,269731,977.2861,,,,
2025-08-01,TAEEC2,IPCA_SPREAD,4.03,401275,1067.2206,7.7896,B31,-18,B31 −18bps
2025-08-01,CLCD26,IPCA_SPREAD,2.92,52335,1046.6993,8.0986,B29,10,B29 +10bps
2025-08-01,ENTV12,IPCA_SPREAD,2.25,25940,1365.2639,,,,
2025-08-01,ENGIA1,,0.49,267879,1380.8190,9.9007,,,
2025-08-01,RIS414,IPCA_SPREAD,4.32,1000128,1.0418,8.4280,B31,46,B31 +46bps
2025-08-01,SUZBA0,IPCA_SPREAD,7.82,102627,1026.2657,7.3168,B37,-12,B37 −12bps
2025-08-01,RESA27,IPCA_SPREAD,4.63,227691,1084.2442,8.0083,B32,14,B32 +14bps
2025-08-01,PETR26,IPCA_SPREAD,2.31,56919,1323.6875,6.8848,B29,-112,B29 −112bps
2025-08-01,HVSP11,IPCA_SPREAD,4.87,499525,1264.6196,7.9720,B32,10,B32 +10bps
2025-08-01,ENGIB4,IPCA_SPREAD,2.90,167070,1219.4867,7.7886,B29,-21,B29 −21bps
2025-08-01,PETR16,,0.32,57613,1405.2064,8.9992,,,
2025-08-01,NTEN11,IPCA_SPREAD,1.85,311106,1080.2300,12.5801,B28,458,B28 +458bps
2025-08-01,GASC17,IPCA_SPREAD,6.93,241512,958.3794,7.7193,B35,28,B35 +28bps
2025-08-01,EKTRA5,PREFIXADO,4.00,103773,1037.7292,13.5300,DI,-0.49,DI −0.49%
2025-08-01,ALGAB1,IPCA_SPREAD,3.52,33210,1106.9957,8.2001,B30,23,B30 +23bps
2025-08-01,CPLD29,IPCA_SPREAD,5.72,146096,1021.6523,7.1060,B33,-76,B33 −76bps
2025-08-01,CEPEA6,PREFIXADO,4.00,11479,1043.5040,13.4000,DI,-0.62,DI −0.62%
2025-08-01,ENGIB6,IPCA_SPREAD,3.98,149032,1112.1773,7.4443,B31,-53,B31 −53bps
2025-08-01,CMGDB0,IPCA_SPREAD,5.22,60524,1025.8362,7.3626,B33,-51,B33 −51bps
2025-08-01,PEJA12,PREFIXADO,2.48,11010392,986.5943,13.5001,DI,-0.1899,DI −0.19%
2025-08-01,ELTN37,IPCA_SPREAD,6.65,57072,1001.2621,7.2601,B35,-18,B35 −18bps
2025-08-01,ELET16,IPCA_SPREAD,6.12,22862,1039.1728,7.3937,B35,-5,B35 −5bps
2025-08-01,VBRR11,IPCA_SPREAD,2.48,114289,1078.1944,11.8485,B29,385,B29 +385bps
2025-08-01,IOCHA5,DI_SPREAD,2.48,21605894,1080.2947,1.3407,CDI,1.3407,CDI +1.34%
2025-08-01,AEGPB7,DI_SPREAD,1.37,187314,1089.0367,1.8050,CDI,1.805,CDI +1.81%
2025-08-01,RISP12,IPCA_SPREAD,4.02,1033545,10.3354,8.3300,B31,36,B31 +36bps
2025-08-01,TRPLB7,IPCA_SPREAD,8.21,21385,1069.2371,6.5551,B37,-88,B37 −88bps
2025-08-01,RUMOA3,IPCA_SPREAD,2.02,316131,1290.3324,7.9412,B28,-6,B28 −6bps
2025-08-01,CGASB1,IPCA_SPREAD,8.23,96465,1004.8450,7.0601,B37,-38,B37 −38bps
2025-08-01,PEJA22,IPCA_SPREAD,5.17,100696,1017.1264,7.9624,B32,9,B32 +9bps
2025-08-01,RIS412,IPCA_SPREAD,4.02,16508,10.2536,8.5075,B31,54,B31 +54bps
2025-08-01,ITPO14,IPCA_SPREAD,5.03,66965,1339.3007,,,,
2025-08-01,UTPS22,IPCA_SPREAD,5.26,11940,1193.9669,8.1685,B33,30,B33 +30bps
2025-08-01,IBPB11,IPCA_SPREAD,5.81,49654,1128.5078,7.9686,B33,10,B33 +10bps
2025-08-01,RIS424,IPCA_SPREAD,7.47,1135,1.0311,8.4886,B37,105,B37 +105bps
2025-08-01,TAEE17,IPCA_SPREAD,6.79,326992,1459.7868,7.4868,B35,5,B35 +5bps
2025-08-01,RIS422,IPCA_SPREAD,7.57,140475,10.0699,8.3387,B37,90,B37 +90bps
2025-08-01,ENEV28,IPCA_SPREAD,7.26,86834,1058.9531,7.5962,B37,16,B37 +16bps
2025-08-01,MTRJ19,,4.46,1224989,1209.2685,8.3949,,,
2025-08-01,CBAN12,IPCA_SPREAD,4.15,404257,1329.7933,8.0434,B31,7,B31 +7bps
2025-08-01,YDUQA0,DI_SPREAD,1.83,100519160,1060.6532,0.7149,CDI,0.7149,CDI +0.71%
2025-08-01,EGIE39,,0.67,11291,664.1598,10.0551,,,
2025-08-01,VLIM14,IPCA_SPREAD,2.75,1490345,1064.5320,7.9799,B29,-2,B29 −2bps
2025-08-01,RUMOA6,IPCA_SPREAD,3.47,1115,1115.0336,7.8686,B30,-10,B30 −10bps
2025-08-01,AEAB11,IPCA_SPREAD,7.43,112145,1132.7734,,,,
2025-08-01,PLSB1A,IPCA_SPREAD,2.78,445356,1144.8750,8.2791,B29,28,B29 +28bps
2025-08-01,TRPLB4,IPCA_SPREAD,7.81,24786,1032.7550,7.3885,B37,-5,B37 −5bps
2025-08-01,CMGD28,IPCA_SPREAD,2.18,10909,1090.8969,7.9051,B28,-9,B28 −9bps
2025-08-01,EGIEA0,IPCA_SPREAD,8.41,580356,1062.9228,7.2698,B40,5,B40 +5bps
2025-08-01,APFD19,IPCA_SPREAD,2.60,59425,1121.2234,7.9786,B29,-2,B29 −2bps
2025-08-01,TAEE26,IPCA_SPREAD,8.00,24924,1246.2233,6.9616,B37,-48,B37 −48bps
2025-08-01,CHSF13,IPCA_SPREAD,4.13,139226,1031.3033,7.5112,B31,-46,B31 −46bps
2025-08-01,ISAEB8,IPCA_SPREAD,4.85,221943,1037.1183,7.4816,B32,-39,B32 −39bps
2025-08-01,RISP14,IPCA_SPREAD,4.32,36307,1.0373,8.5186,B31,55,B31 +55bps
2025-08-01,BTEL33,IPCA_SPREAD,5.49,390134,1032.0997,8.3400,B33,47,B33 +47bps
2025-08-01,CMIN21,IPCA_SPREAD,6.21,982,981.7829,8.6715,B35,123,B35 +123bps
2025-08-01,CSNAA5,IPCA_SPREAD,4.67,11704,975.2918,8.7616,B32,89,B32 +89bps
2025-08-01,CSNAC4,IPCA_SPREAD,6.34,30184,943.2613,9.1015,B35,166,B35 +166bps
2025-08-01,LORTA7,IPCA_SPREAD,3.57,1121,1120.5226,9.5100,B30,154,B30 +154bps
2025-08-01,RAIZ23,IPCA_SPREAD,9.89,14559,970.5829,7.7200,B40,50,B40 +50bps
2025-08-01,ENEV29,IPCA_SPREAD,7.08,145678,1129.2863,7.5900,B35,15,B35 +15bps
2025-08-01,ARTRA7,IPCA_SPREAD,5.71,1969,984.6169,8.2600,B33,39,B33 +39bps
2025-08-01,PASN12,IPCA_SPREAD,1.98,28224,671.9952,,,,
2025-08-01,ENAT13,IPCA_SPREAD,3.32,36281,1036.5866,,,,
2025-08-01,RENTD1,IPCA_SPREAD,5.32,60385,1041.1125,9.6301,B33,176,B33 +176bps
2025-08-01,VLIM13,IPCA_SPREAD,2.20,581240,1137.4561,7.9868,B29,-1,B29 −1bps
2025-08-01,MRSAA3,IPCA_SPREAD,4.88,1915279,993.4021,7.5012,B32,-37,B32 −37bps
2025-08-01,ECHP11,IPCA_SPREAD,2.09,41415,1089.8594,8.4200,B28,42,B28 +42bps
2025-08-01,ELTN15,IPCA_SPREAD,4.00,5344458,1027.7803,7.5420,B31,-43,B31 −43bps
2025-08-01,MRSAC1,IPCA_SPREAD,7.72,16597,1037.3390,7.4334,B37,-1,B37 −1bps
2025-08-01,VERO34,,4.34,13290,1022.3073,15.2319,,,
2025-08-01,VALED1,IPCA_SPREAD,7.65,93874816,987.3661,7.1506,B37,-29,B37 −29bps
2025-08-01,MRSAC2,IPCA_SPREAD,8.13,30767579,1025.5860,7.1509,B37,-29,B37 −29bps
2025-08-01,ENEV39,IPCA_SPREAD,9.36,139356,1142.2628,7.4900,B40,27,B40 +27bps
2025-08-01,HBSA11,IPCA_SPREAD,2.04,26459,1150.3897,,,,
2025-08-01,CCROB6,IPCA_SPREAD,5.44,39805,1137.2988,7.2959,B33,-57,B33 −57bps
2025-08-01,CGOS24,IPCA_SPREAD,3.60,210651,1053.2537,7.7839,B30,-19,B30 −19bps
2025-08-01,MRSAB3,IPCA_SPREAD,8.60,24193564,967.7426,7.2919,B40,7,B40 +7bps
2025-08-01,GASC25,IPCA_SPREAD,7.97,10595276,972.0436,7.3443,B37,-10,B37 −10bps
2025-08-01,VRDN12,IPCA_SPREAD,3.83,56071,1121.4280,9.1900,B31,122,B31 +122bps
2025-08-01,GASC28,IPCA_SPREAD,7.98,17456682,1055.3583,7.3451,B37,-9,B37 −9bps
2025-08-01,RSAN26,IPCA_SPREAD,7.62,40712,1017.7962,8.1750,B37,74,B37 +74bps
2025-08-01,VALEC1,IPCA_SPREAD,6.61,29950318,991.7324,7.1000,B35,-34,B35 −34bps
2025-08-01,RSAN44,IPCA_SPREAD,2.20,199574,1039.4464,8.4900,B28,49,B28 +49bps
2025-08-01,CASN23,IPCA_SPREAD,3.04,27279,1136.6221,9.6400,B30,167,B30 +167bps
2025-08-01,CTEE29,IPCA_SPREAD,6.65,18595,978.6846,7.6550,B35,22,B35 +22bps
2025-08-01,ELPLA7,IPCA_SPREAD,3.92,25101,1091.3405,7.6950,B31,-27,B31 −27bps
2025-08-01,LCAMD1,IPCA_SPREAD,3.49,11198,1119.8438,9.7601,B30,179,B30 +179bps
2025-08-01,ORIG11,IPCA_SPREAD,4.95,989,989.0331,10.4101,B32,254,B32 +254bps
2025-08-01,CBAN72,IPCA_SPREAD,4.13,20275,1351.6681,7.9951,B31,3,B31 +3bps
2025-08-01,BRMLB1,DI_SPREAD,4.31,5064469,1077.5466,0.6901,CDI,0.6901,CDI +0.69%
2025-08-01,AALR13,,1.52,1000391,784.6202,11.0000,,,
2025-08-01,ARTRA1,DI_SPREAD,0.55,5686498,710.8123,1.1696,CDI,1.1696,CDI +1.17%
2025-08-01,SVEA22,,4.81,12178967,869.9262,2.2290,,,
2025-08-01,APPSB2,DI_SPREAD,0.96,3214175,1071.3916,1.3110,CDI,1.311,CDI +1.31%
2025-08-01,CASN13,DI_SPREAD,1.00,3125532,1063.4679,1.8214,CDI,1.8214,CDI +1.82%
2025-08-01,ITPE13,IPCA_SPREAD,7.50,100134,1001.3370,8.6450,B37,120,B37 +120bps
2025-08-01,AEGPA0,,2.65,1129294,1029.4387,16.9599,,,
2025-08-01,BRKPA0,DI_SPREAD,0.64,423728,1059.3190,1.6734,CDI,1.6734,CDI +1.67%
2025-08-01,EQTR21,IPCA_SPREAD,5.98,56567,1154.4347,7.7800,B33,-9,B33 −9bps
2025-08-01,SULA29,,2.29,316356,1054.5213,,,,
2025-08-01,LMTP17,,0.57,413894,1034.7350,1.9567,,,
2025-08-01,RAIZ13,IPCA_SPREAD,6.39,19565005,988.1316,7.7922,B35,35,B35 +35bps
2025-08-01,EKTRC1,IPCA_SPREAD,2.26,68081,1098.0731,7.9251,B29,-7,B29 −7bps
2025-08-01,EEELB1,IPCA_SPREAD,8.09,59868,997.8025,7.1302,B37,-31,B37 −31bps
2025-08-01,ARTRA5,DI_SPREAD,1.42,327250,1065.9596,1.6326,CDI,1.6326,CDI +1.63%
2025-08-01,DASAC0,,0.95,322781,10086.9032,125.5584,,,
2025-08-01,ELET24,DI_SPREAD,1.38,222411,1074.4490,0.8363,CDI,0.8363,CDI +0.84%
2025-08-01,LMTP26,DI_SPREAD,1.02,165602,1061.5534,1.3769,CDI,1.3769,CDI +1.38%
2025-08-01,LMTP16,,0.11,126612,1055.1038,1.2441,,,
2025-08-01,OVSAB0,DI_SPREAD,1.55,100097,1021.3965,2.3270,CDI,2.327,CDI +2.33%
2025-08-01,SAEL18,,0.05,105576,356.6747,0.6126,,,
2025-08-01,TBSP12,DI_SPREAD,2.75,206877,1004.2575,0.6941,CDI,0.6941,CDI +0.69%
2025-08-01,GUAR15,,1.24,13497,275.4531,3.3313,,,
2025-08-01,TBSP22,DI_SPREAD,3.83,22097,1004.3875,0.8433,CDI,0.8433,CDI +0.84%
2025-08-01,DASAA1,,0.60,50034,5003.3786,127.5238,,,
2025-08-01,MTRO12,DI_SPREAD,0.37,64673,517.3874,0.6599,CDI,0.6599,CDI +0.66%
2025-08-01,CEED21,IPCA_SPREAD,2.30,113512,1194.8650,7.8811,B29,-12,B29 −12bps
2025-08-01,PGMN26,DI_SPREAD,1.51,186962,1050.3496,1.7750,CDI,1.775,CDI +1.77%
2025-08-01,HGLB23,IPCA_SPREAD,4.26,11460627,1046.6326,9.6140,B31,164,B31 +164bps
